证券代码,"市盈率(PE,TTM)
[交易日期]3月前","市销率(PS，TTM)
[交易日期]3月前","净资产收益率ROE(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","总资产报酬率ROA(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","企业倍数(EV2/EBITDA)
[交易日期]3月前","BIAS乖离率
[交易日期]3月前
[周期]20
[复权方式]不复权
[计算周期]日
[单位]%","RSI相对强弱指标
[交易日期]3月前
[周期]14
[复权方式]不复权
[计算周期]日","换手率
[交易日期]3月前
[单位]%","营业利润/营业总收入(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","月收盘价
[交易日期]2020-03-19
[复权方式]不复权","月收盘价
[交易日期]2020-04-17
[复权方式]不复权"
002830.SZ,50.0134,1.6686,4.6783,2.0908,17.6792,-6.0935,36.4517,1.9064,4.8563,12.49,11.55
002831.SZ,18.3096,1.9514,16.4381,11.3249,11.9179,-13.7989,24.3115,0.7065,13.0707,22.26,24.28
002832.SZ,14.3033,3.2069,20.9099,16.673,10.3139,-17.0996,31.6787,2.4713,26.0839,20.22,20.97
002833.SZ,15.5902,3.6511,21.6894,16.3883,12.7693,-13.209,27.3779,2.0698,27.3002,36.9,38.3
002835.SZ,73.7194,3.6126,4.5623,3.2317,37.3625,-11.9129,33.8969,3.2646,4.8871,9.62,10.13
002836.SZ,60.3925,3.7483,6.863,8.4495,20.8445,-6.7275,36.4678,0.4667,8.7709,10.07,9.73
002837.SZ,58.0365,7.0522,12.8862,5.7815,48.9903,-6.7052,52.7388,4.2066,13.2524,38.31,42.71
002838.SZ,93.1909,5.7179,15.456,10.9358,58.8102,-5.455,52.0758,11.7087,7.4102,37.73,32.62
002839.SZ,11.0315,2.7998,8.9238,——,——,-0.4967,49.7369,6.0395,25.6732,5.5,5.48
002840.SZ,27.5763,0.4882,9.2042,6.7647,14.6772,-8.4227,34.0406,0.3636,2.2995,15.02,16.08
002841.SZ,31.8083,3.0188,32.9559,16.8613,26.8842,-12.1242,34.0508,0.4666,10.2183,78.07,76.04
002842.SZ,39.0911,1.7282,6.7369,3.1462,23.9759,-11.0363,30.7916,1.533,4.7064,9.49,9.1
002843.SZ,27.8391,4.3465,10.5554,9.0974,17.2466,6.7358,60.2924,4.2649,18.2795,8.59,8
002845.SZ,40.0243,0.7141,8.7834,2.9726,21.5068,-1.4787,52.2114,5.7989,2.0055,22.52,19.8
002846.SZ,57.5582,3.9276,11.2496,7.9576,29.831,6.1545,60.3896,6.3851,8.2976,26.69,16.99
002847.SZ,50.0016,4.5752,16.5557,9.2278,30.9929,0.8271,54.4501,2.666,9.8472,55.85,75.69
002848.SZ,171.9521,3.24,1.7996,-8.1497,79.8106,-8.4867,43.751,6.5191,1.9191,11.21,12.3
002849.SZ,24.9309,1.5637,9.9233,7.7447,11.9641,-6.0863,40.0765,0.9829,10.8491,12.78,12.5
002850.SZ,43.4885,4.4839,9.5971,7.4747,22.1848,-14.7962,37.4362,3.3104,12.1242,41.82,58.5
002851.SZ,27.8416,2.8329,18.8129,9.7188,23.6707,-10.7714,38.1625,1.7195,10.4548,22.51,20.93
002852.SZ,24.7377,0.8529,6.8048,6.8542,14.2569,-7.8148,36.6649,0.5228,4.7154,14.8,13.57
002853.SZ,14.3029,1.7102,14.9822,9.6697,9.9545,-6.0161,42.0328,0.9388,13.631,17.1,16.2
002855.SZ,60.9846,1.1012,3.8667,1.766,20.1655,-9.6108,39.1124,3.6733,1.2485,11.14,10.4
002856.SZ,101.648,1.9927,2.7687,1.6979,-161.4074,-15.2817,29.516,4.4851,2.617,15.8,18.6
002857.SZ,45.416,5.4144,6.5593,6.1066,34.8185,-2.635,44.8644,1.6674,13.7063,10.84,11.57
002858.SZ,60.2851,3.6822,6.125,9.6519,21.0623,-5.9332,38.1698,1.287,11.8832,12.7,12.38
002859.SZ,102.2691,12.7175,7.4436,9.164,64.1481,2.4667,58.1423,2.5514,13.9964,35.79,42.7
002860.SZ,19.9574,3.6146,15.3336,15.6619,9.1686,-7.0812,42.5507,6.7142,31.0799,23.06,26.08
002861.SZ,46.6342,2.9982,6.7658,4.5138,25.8331,-10.6733,37.6972,5.235,7.2845,24.04,24.31
002862.SZ,73.2243,4.7413,4.5647,5.4708,53.282,4.8112,62.072,5.2186,7.4353,26.13,27.1
002863.SZ,29.9033,0.6008,5.6212,3.9643,11.8532,-6.8093,34.0797,1.4356,2.4857,4.79,4.7
002864.SZ,30.5992,3.6548,10.8098,9.4105,21.9768,-5.2159,39.5269,1.8668,14.3211,26.38,26.29
002865.SZ,-72.3724,2.6933,-2.7824,0.4231,10.6397,5.3102,55.8221,25.3434,-2.4464,16.75,13.18
002866.SZ,43.6062,2.1347,7.2165,5.4198,26.1691,-12.485,36.2764,4.8579,5.3958,11.61,14.47
002867.SZ,13.3689,2.4308,20.9971,20.6109,9.07,-6.6515,39.8249,1.062,23.0607,18.32,17.81
002868.SZ,33.4092,6.2655,7.3559,5.7346,20.0041,-3.7534,39.7106,2.0725,22.0522,16.55,16.01
002869.SZ,9.6827,2.9842,46.3288,11.8063,7.0429,-9.3463,44.4179,6.0145,35.9037,62.93,71.9
002870.SZ,-54.4631,2.5369,-5.2033,4.8126,-62.8055,-7.9089,37.5421,2.845,0.1174,18.66,21
002871.SZ,38.4734,5.8991,8.3752,10.0505,26.9123,0.0891,48.7506,5.9894,17.9644,16.95,15.89
002873.SZ,44.5234,4.0801,10.0598,8.9184,30.3876,48.4407,88.047,46.3617,11.0998,20.23,16.76
002875.SZ,39.768,1.2726,4.7829,5.0384,20.7035,-8.0212,33.2032,3.0034,3.6381,13.9,12.58
002876.SZ,84.8476,3.0254,5.5642,3.4944,35.0406,-17.5169,34.3062,5.4416,4.6562,40.8,48.7
002877.SZ,39.5498,5.8042,9.3971,7.7108,27.6831,3.2066,55.2131,11.016,17.3792,7.89,7.35
002878.SZ,34.3364,2.5008,16.65,11.0996,24.7487,-19.0176,35.7633,6.0602,9.4651,29,30.97
002879.SZ,25.1552,4.2979,9.9854,8.6586,16.0416,3.9801,56.084,16.0458,19.3372,16.27,17.66
002880.SZ,39.3313,8.2038,11.8336,12.4358,27.1564,-3.1515,47.2283,3.6665,24.2424,70.96,44.84
002881.SZ,137.3558,4.4517,5.5061,3.565,107.8952,-11.424,39.2459,5.4984,2.7958,21.2,20.35
002882.SZ,18.2966,1.3246,15.0334,16.2511,12.0704,15.0369,70.693,21.7072,9.741,10.38,10
002883.SZ,23.3808,4.9455,13.5253,12.1855,18.5525,-6.5213,36.4008,1.3581,24.3217,18.2,19.73
002884.SZ,11.3555,2.7934,20.0468,19.9245,9.1375,-8.4549,40.1697,2.3947,28.4949,14.16,15.33
002885.SZ,53.3638,2.2417,7.1879,5.3835,35.8991,-11.606,42.0527,9.0456,4.3543,15.27,14.66
002886.SZ,72.4344,3.6857,6.5848,3.6191,35.0683,-10.8115,45.5978,18.9171,6.0179,26.43,26.16
002887.SZ,16.84,4.9432,10.9256,6.1431,12.6619,5.9574,62.643,4.7614,33.8755,16.34,17.22
002888.SZ,87.4213,8.1693,6.0931,5.1039,49.1396,-11.2502,35.1901,4.8839,10.4043,17.64,18.45
002889.SZ,21.7528,0.2362,9.7207,1.6351,30.8618,-10.5908,40.1759,5.3099,1.3711,23.74,21.92
002890.SZ,357.6105,7.511,1.0475,0.9809,71.9232,-2.3559,51.0631,1.1312,1.69,29.68,35.81
002891.SZ,45.2124,2.0614,9.2715,6.4544,18.7997,-14.5345,31.5311,2.6625,6.3514,21.68,25.66
002892.SZ,36.0228,3.7355,12.8852,12.1549,25.5639,-10.619,35.6303,4.9218,11.865,21.31,24.76
002893.SZ,33.3285,1.8198,7.9644,5.0432,8.571,-1.8069,44.7577,2.3159,6.7987,10.2,10.85
002895.SZ,24.3374,2.519,9.0985,7.4534,14.8715,-8.3626,39.5608,4.1964,12.9847,10.86,11.31
002896.SZ,31.3909,2.4546,8.4489,5.8606,15.5377,-13.348,35.8277,3.5307,8.7931,19.77,19.81
002897.SZ,146.6433,3.6341,3.5177,2.5226,48.0986,7.275,56.8274,13.0817,3.7026,29.98,31.2
002898.SZ,67.7837,6.8623,4.6133,4.1538,38.7117,-1.9899,44.4203,1.8644,15.9491,12.96,12.57
002899.SZ,33.3006,1.8031,4.839,5.0723,18.9986,5.5641,60.637,8.3508,5.7718,12.71,12.3
002900.SZ,19.6228,1.6642,9.772,8.0149,10.4866,-6.2144,33.6144,1.4448,10.6981,11.18,11.05
002901.SZ,53.2996,19.5729,27.0886,23.2564,41.2559,-10.6723,39.7367,4.4047,45.1546,67.27,83.1
002902.SZ,167.2496,3.22,2.508,1.438,56.8561,-10.444,39.9668,5.1273,1.3433,19.71,17.3
002903.SZ,423.2692,25.0026,0.7719,-3.3998,188.9761,-3.137,46.9004,23.2473,5.2644,11.83,11.77
002905.SZ,35.0786,1.855,5.5468,6.1918,9.2205,-2.5671,45.5116,17.4341,7.5887,14.12,13.07
002906.SZ,81.2626,1.8057,2.1859,0.5449,34.498,-12.6555,42.2004,2.1832,1.5573,12.07,13.11
002907.SZ,41.5489,8.2447,15.605,11.7953,30.2119,-4.9112,42.9483,3.4863,23.3963,18.78,17.78
002908.SZ,27.0999,4.8673,11.9625,8.9416,19.4033,-9.9202,38.7461,3.3673,19.9247,12.52,12
002909.SZ,21.5839,1.7921,16.2296,8.4931,13.5972,-5.2903,43.6666,3.2468,10.1007,11.95,10.74
002910.SZ,35.0398,2.2547,4.2721,3.7782,13.4125,-7.9073,35.1527,2.7353,5.5121,12.39,9.88
002911.SZ,18.0891,1.1585,13.0864,9.9033,7.8564,-5.2297,36.3528,0.4556,10.6714,13.27,15.92
002912.SZ,56.8816,18.5887,19.4519,10.7032,52.2717,-7.1589,46.6753,3.4897,34.2879,150.53,181.8
002913.SZ,31.2909,3.7053,11.0754,8.6481,19.9232,-4.9595,46.1851,7.4782,13.5499,47.49,60.25
002915.SZ,-69.0127,4.7653,-4.6434,3.1271,105.2415,-10.9342,42.1415,6.7014,-2.4985,21.56,23.14
002916.SZ,62.6017,7.3327,24.6505,10.8119,41.0304,-2.8776,52.3381,8.1557,13.4662,197.42,233.4
002917.SZ,41.3533,5.9106,9.1747,8.9334,27.6598,-3.5916,44.3936,4.1849,18.3116,14.33,14.4
002918.SZ,19.4089,2.2243,14.9203,9.2829,13.1493,-4.9969,47.0092,2.9308,13.3949,21.15,24.09
002919.SZ,67.6987,3.3138,4.4797,3.6968,37.6427,-5.8855,42.3507,7.1554,5.6755,16.05,13.98
002920.SZ,66.2194,3.5856,6.8622,2.8234,41.1367,-15.4622,38.8957,4.1775,4.8036,30.49,41.03
002921.SZ,30.7276,1.8945,6.565,4.5591,11.6845,-1.0283,49.0919,2.2014,7.2532,17.23,18.53
002922.SZ,38.8214,1.7031,6.07,3.5351,22.069,9.8633,63.8718,17.222,4.7511,13.11,12.34
002923.SZ,24.9469,2.2023,12.7262,10.5125,15.7636,-7.4287,36.0681,3.3597,9.8376,16.12,16.71
002925.SZ,23.4497,5.9407,23.2581,17.4424,18.6946,-22.2355,30.6185,4.7536,29.5493,45.4,52.8
002926.SZ,20.5956,7.5468,7.3427,——,——,-4.7339,48.4508,4.4984,47.7267,10.52,10.18
002927.SZ,40.2627,4.9292,9.2749,8.386,27.6486,-3.3895,44.896,4.2575,16.1616,16.44,15.93
002928.SZ,13.2972,1.2347,18.0752,6.7875,6.9726,-8.9906,40.628,5.321,10.7246,13.03,14
002929.SZ,30.0584,1.7771,7.8274,5.0829,19.5729,-3.385,49.7485,7.4215,7.3369,34.31,30.25
002930.SZ,35.3958,10.6199,7.8819,6.206,18.1606,4.9271,54.1802,17.4827,40.3681,14.9,11.52
002931.SZ,36.4258,5.1487,10.8508,8.5225,22.9188,-6.9223,37.9597,3.1124,17.3726,23.69,25.75
002932.SZ,56.2391,13.4535,7.2431,9.9726,37.8865,-5.7212,43.7639,11.1473,24.3621,41.4,49.74
002933.SZ,29.4404,10.9075,8.9506,9.8949,18.5259,-8.5058,35.9482,1.4184,43.0631,32.89,34
002935.SZ,47.3516,5.9967,8.6725,6.6464,37.0628,-8.123,45.1209,7.0527,13.8926,28.93,31.94
002936.SZ,7.0664,1.7212,8.5128,——,——,-5.3712,32.3708,1.1631,29.6982,3.91,3.85
002937.SZ,30.2288,4.076,14.9864,12.9948,19.974,-9.7251,40.12,4.533,15.2293,13.25,12.75
002938.SZ,26.7669,2.9344,14.7238,11.2848,14.7058,-19.929,27.4206,7.1645,12.901,31.76,41.79
002939.SZ,40.913,10.4106,5.8641,——,——,-5.3888,44.9038,3.9531,30.809,12.1,11.92
002940.SZ,31.775,2.5546,11.6305,8.3124,18.0814,-1.5391,52.6347,5.6242,11.109,42.48,46.66
002941.SZ,54.8631,1.6496,7.525,1.8101,34.571,-12.3625,39.0115,9.3508,4.4041,15.25,14.24
002942.SZ,18.0887,2.5895,16.7722,14.684,13.8771,-10.0851,33.0482,2.7288,16.5704,26.08,24.9
002943.SZ,165.6855,8.0281,1.8758,4.9104,72.2058,-16.127,41.0786,4.1341,6.5198,22.64,20.6
002945.SZ,105.8011,43.9608,7.3666,——,——,0.7453,51.611,7.7857,41.8253,14.41,14.09
002946.SZ,35.6835,1.5315,12.3699,6.3104,15.6726,-8.4532,35.4391,1.8929,4.5895,12.75,10.85
002947.SZ,33.253,9.4672,13.7101,12.5109,25.2771,-15.3328,29.6555,3.5847,32.425,44.25,46.12
002948.SZ,10.0859,2.3964,7.6376,——,——,-5.3002,38.831,1.8622,29.3456,5,4.97
002949.SZ,23.8026,2.6788,11.7755,8.7921,13.8294,-9.1989,32.6607,1.3987,13.9771,17.09,15.75
002950.SZ,43.9069,6.205,16.1919,12.6289,27.0461,-22.1487,40.2655,6.2612,17.0593,35.63,32.25
002951.SZ,31.8326,9.8231,13.6288,12.7512,22.3101,-16.1245,31.8095,3.0561,33.124,14.62,13.83
002952.SZ,36.1558,6.5937,10.2813,11.2924,29.2754,-8.7317,36.0444,3.4149,21.1877,22.32,23.79
002953.SZ,69.4872,4.8593,11.4398,10.4899,51.4598,74.9824,93.7555,6.5441,7.1175,41.31,25.07
002955.SZ,37.5143,2.4004,9.9467,9.4724,24.5948,8.1931,61.45,12.0888,7.4496,61.33,50.81
002956.SZ,24.7443,3.9965,11.8034,10.1649,19.6694,1.5511,52.733,6.95,18.8797,55.2,57.9
002957.SZ,41.7669,5.7704,10.9675,11.4924,27.6382,-12.1579,35.9443,6.2832,17.9821,25.65,23.36
002958.SZ,10.1475,3.2829,11.5706,——,——,-8.5998,35.5159,2.852,35.9253,4.36,4.45
002959.SZ,34.1819,3.299,15.6098,11.388,22.706,-4.103,49.6533,7.8422,12.1176,83.9,101.3
002960.SZ,14.6255,2.3386,13.2363,11.6409,9.9494,-8.5594,34.392,2.5427,18.308,23.7,20.8
002961.SZ,106.8198,13.5663,7.0718,——,——,-12.9848,37.9352,8.3798,16.7509,27.99,27.41
002962.SZ,39.2554,8.6041,9.7607,9.1451,25.1424,-9.2837,38.2605,4.0058,23.6566,28.88,27.66
002963.SZ,18.5963,3.4659,13.1467,14.1725,12.7092,-7.1233,36.1687,2.9507,22.0909,26.68,23.77
002965.SZ,36.9416,3.4893,9.2983,7.5579,24.9617,-7.4273,46.0035,6.1845,10.8157,31.73,35.9
002966.SZ,11.8614,3.1123,8.8949,——,——,-9.7528,39.1209,6.9258,34.9178,8.41,8.6
002967.SZ,69.3668,7.4102,11.1145,7.0414,30.8562,-8.8709,42.0663,3.7747,10.9374,35.2,26.31
002968.SZ,39.9613,3.9435,13.8113,12.0858,27.0701,-8.1255,37.8999,2.6671,11.6815,64.5,56.29
002969.SZ,44.7069,2.9332,8.2775,7.5499,18.3937,-9.8968,36.0716,5.8607,8.3038,9.09,7.18
002970.SZ,50.9264,6.3488,14.1321,11.244,35.1311,-15.6858,39.1007,7.2778,14.738,97.85,105.93
002971.SZ,40.2926,5.1681,13.9561,10.2067,28.973,-15.6317,34.2091,6.7365,15.0116,21.07,20.9
002972.SZ,36.8251,14.4958,12.1913,11.9206,26.9038,1.3402,52.7781,11.5349,44.8568,24.94,24.16
002973.SZ,61.977,3.7265,12.4818,6.1294,24.9351,-15.2356,42.277,13.9595,7.4415,18.01,23.4
002975.SZ,66.6596,12.123,28.1445,21.3261,54.3935,8.3997,60.7479,17.9839,20.0054,117.99,118.15
002976.SZ,55.2544,7.7718,21.6339,17.9464,35.1706,——,83.149,39.1408,18.0517,37.92,31.84
002977.SZ,38.8769,13.4957,25.5492,19.5846,32.902,——,100,0.1123,41.1142,83.8,71.8
002978.SZ,——,——,22.1164,19.7921,——,——,0,——,43.4883,——,29.95
002979.SZ,——,——,17.9181,15.4717,——,——,0,——,18.2578,——,27.02
002980.SZ,——,——,21.5831,20.567,——,——,0,——,19.7657,——,37.87
002981.SZ,——,——,17.3379,11.534,——,——,0,——,14.6989,——,34.59
002982.SZ,——,——,17.4627,11.7768,——,——,0,——,9.3623,——,62.47
002983.SZ,——,——,17.5306,12.3077,——,——,0,——,19.5924,——,22.61
002985.SZ,——,——,15.3047,15.3392,——,——,0,——,54.3213,——,35.68
002986.SZ,——,——,17.9347,15.7164,——,——,0,——,6.0419,——,——
002987.SZ,——,——,12.3779,9.9007,——,——,0,——,6.8738,——,——
002988.SZ,——,——,6.6536,5.2574,——,——,0,——,3.9026,——,——
002989.SZ,——,——,13.8183,6.7588,——,——,0,——,9.4801,——,——
002990.SZ,——,——,22.6713,12.9203,——,——,0,——,32.1581,——,——
003816.SZ,15.6308,2.4306,10.541,6.2324,9.5697,-7.3371,26.4308,2.5125,27.2493,2.91,2.85
300001.SZ,75.8986,3.0834,8.3246,2.9135,28.7542,-7.0063,41.8295,3.7111,4.5966,19.52,19.44
300002.SZ,-5.9831,4.4231,-39.0011,-0.7351,-6.602,10.6532,61.2818,4.4399,-72.2412,3.65,5.23
300003.SZ,36.761,8.1657,23.0192,14.3664,25.0417,-4.2526,46.1124,1.3972,25.2329,36.22,38.11
300004.SZ,172.2202,3.176,0.799,-36.4113,24.582,-5.538,40.2,0.9862,1.3445,5.41,4.97
300005.SZ,30.9889,2.2674,4.5278,-4.9349,21.4671,-7.4991,34.7871,1.4457,7.279,3.43,3.33
300006.SZ,-23.1134,1.9759,-10.389,4.5031,584.9313,-13.7122,27.1252,1.7685,-7.7047,4.81,4.73
300007.SZ,-40.9628,2.2494,-7.4348,4.8441,21.8671,-9.3295,42.1186,6.647,0.236,13.06,12.93
300008.SZ,-6.6673,3.7937,-86.5429,-25.8583,-10.0761,-11.6845,34.2891,2.3449,-49.2873,2.41,2.7
300009.SZ,108.4812,8.8084,5.3042,10.1659,65.3319,-6.309,40.6268,5.1391,10.911,13.8,14.57
300010.SZ,481.1433,7.5166,1.0076,-17.9675,66.916,-1.4311,54.9385,3.9222,1.2454,15.42,16.83
300011.SZ,114.6506,2.569,1.8343,-13.564,27.3989,8.4541,62.3818,6.8966,1.9863,5.99,6.1
300012.SZ,50.7659,7.5644,15.0536,12.2516,27.9702,-10.6802,33.9164,3.0912,16.3161,15.35,17.1
300013.SZ,-5.9645,3.4374,-64.4194,5.8744,-7.9389,13.1553,63.5555,7.6924,-50.0809,6.11,5.56
300014.SZ,37.7162,8.9105,20.0547,9.2903,28.1386,-14.9829,37.6319,2.8728,25.5796,58.11,67.5
300015.SZ,80.729,11.1599,20.9496,15.8877,46.6576,-13.6307,29.5696,2.5048,20.394,39.38,44.39
300016.SZ,12.6548,5.2904,23.6082,24.3709,9.8006,-15.3582,33.393,4.066,48.891,8.63,8.79
300017.SZ,673.6007,3.35,0.3462,9.3892,32.6996,-15.6553,36.6293,3.9018,3.3274,7.8,8.2
300018.SZ,61.2223,7.9571,4.892,-35.8071,49.6047,8.6957,57.8477,13.9524,15.0059,5.32,6.2
300019.SZ,25.6435,3.3166,14.7635,12.7062,17.574,-7.053,43.2347,1.822,14.4975,9.02,9.01
300020.SZ,43.451,2.9362,4.3575,3.9537,26.0717,-6.2731,46.6752,2.9003,7.6497,10.37,9.87
300021.SZ,29.1167,1.7808,8.9735,6.555,14.8012,-5.6917,41.9487,3.8544,9.35,5.01,4.65
300022.SZ,-10.4298,0.6494,-172.5327,4.0041,-152.0446,-2.2688,48.6622,2.7239,-5.3594,4.19,4.35
300023.SZ,-5.8348,17.8798,-78.4975,-144.7062,-4.3975,1.1679,51.2908,3.291,-357.9653,7.99,8.27
300024.SZ,66.0818,8.2005,5.2555,5.463,46.546,-8.7517,39.1952,1.7214,13.5266,13.66,13.18
300025.SZ,-10.7868,2.1768,-44.4079,5.4565,-18.7899,-1.6424,50.057,8.6388,-19.3568,5.25,4.54
300026.SZ,32.4654,2.6311,5.9753,4.424,19.2612,-5.5322,45.5927,3.916,9.8509,4.92,5.69
300027.SZ,-2.5256,4.3299,-89.1818,-16.7572,-4.0194,-6.8017,34.4303,0.9953,-162.5739,3.27,3.94
300028.SZ,-7.2856,81.5889,-32.7126,-40.4453,-8.3012,-18.2156,22.5949,——,"-1,143.89",0.77,0.77
300029.SZ,-15.1413,66.6791,-173.5042,-153.3369,-16.7155,-3.4947,45.1003,3.4976,-305.1526,6.17,5.53
300030.SZ,117.2333,5.3054,3.113,4.2366,32.741,-13.6024,43.814,14.3185,6.5342,11.26,9.55
300031.SZ,24.3158,3.0267,11.6363,7.9339,16.9951,-6.6511,48.3116,3.837,12.8436,18.25,20.03
300032.SZ,65.6194,2.1298,3.781,-38.2474,23.7918,5.9096,58.9823,7.8432,-1.5873,3.89,3.69
300033.SZ,67.8112,34.9421,22.4978,16.1543,64.3061,-10.8443,43.978,6.0952,54.615,108.6,119.45
300034.SZ,50.1387,5.1723,7.3202,7.6068,26.3624,-4.3768,48.1419,3.5068,15.21,14.31,16.18
300035.SZ,28.8138,4.9105,8.152,7.9358,20.2535,-13.3849,35.0832,2.9253,19.4161,6.35,7.39
300036.SZ,52.1733,6.6101,10.1347,6.3504,35.3248,-7.243,45.8094,3.789,13.3867,22.66,25.6
300037.SZ,39.6652,5.5197,9.9716,7.8425,26.6647,-13.2149,37.9577,2.6405,15.9412,35.75,41.67
300038.SZ,19.7134,1.8485,5.2406,5.035,13.0348,-8.4497,43.2548,3.4434,11.3827,8.79,8.07
300039.SZ,19.7076,3.6911,10.3901,7.8208,13.5252,-10.6413,36.0522,1.6748,21.971,5.36,5.26
300040.SZ,39.7797,2.7302,2.7192,1.4112,14.4686,6.5197,57.5203,8.8975,6.3629,5.54,6.49
300041.SZ,35.7992,2.9914,9.3697,6.906,23.1115,11.9207,65.5625,23.6784,9.6052,11.28,15
300042.SZ,44.0198,2.5698,6.9562,8.255,30.7618,-8.9642,43.919,3.4645,7.383,13.77,18.25
300043.SZ,18.1634,1.9498,9.5316,10.2439,9.455,-16.3009,28.1254,2.3554,11.8943,3.89,3.49
300044.SZ,-10.4671,3.9803,-30.5745,2.3733,-19.0223,-12.1172,39.5627,8.2771,-37.3194,6.07,6.36
300045.SZ,-58.8245,13.2532,-8.503,5.6529,-98.6796,5.0516,56.0682,17.0879,-20.2773,10.29,12.3
300046.SZ,-22.5513,18.0828,-34.7561,12.232,-23.5943,-1.5919,51.6994,16.388,-93.8734,21.25,19.66
300047.SZ,42.7395,1.1142,3.6949,5.9868,17.2929,-6.0411,45.6748,5.1637,3.9329,7.01,7.22
300048.SZ,151.5534,2.7415,1.0485,-5.8351,23.1541,9.4443,62.051,7.8321,1.8554,3.91,4.12
300049.SZ,46.1553,2.4816,3.3796,3.7741,10.0748,-5.8739,42.475,2.3375,15.4572,7.48,8.11
300050.SZ,-7.1211,2.7567,-20.2229,2.1818,-10.4595,-0.0083,51.3213,10.1411,-35.2057,6.19,5.24
300051.SZ,-12.7869,11.3518,-81.6616,-41.761,-16.9573,-14.6173,42.1385,13.0639,-87.4555,7.75,7.35
300052.SZ,79.5611,7.6792,5.4232,6.3798,33.1432,-11.1993,37.1311,2.4685,9.9933,12.13,11.05
300053.SZ,-36.0895,9.2296,-7.53,2.4466,-80.776,-13.9883,35.9362,2.578,-24.5604,10.24,10.42
300054.SZ,441.3506,13.0971,0.9006,6.4747,135.6957,19.6441,68.5027,13.1223,23.0147,10.9,12.58
300055.SZ,74.8561,5.5658,1.2922,-3.9037,121.1076,-10.6122,39.6685,1.2247,4.9848,6.16,5.89
300056.SZ,-108.2209,1.4759,-2.1222,-18.1886,32.5634,-11.4142,33.4522,1.9519,-0.9702,5.7,5.65
300057.SZ,26.4998,0.799,3.9653,3.081,13.7091,-12.0733,38.7907,2.3889,3.3043,5.21,4.85
300058.SZ,21.6577,0.5552,8.2817,5.3589,12.7671,-12.643,41.1028,2.1515,3.3784,5.67,6.96
300059.SZ,61.5214,26.5704,8.6092,3.0202,53.696,-8.2785,46.5267,6.3955,50.521,16.05,18.24
300061.SZ,66.115,2.8329,2.3158,-26.1467,25.0322,-13.7888,33.1174,1.3706,4.6573,4.87,4.73
300062.SZ,84.5466,2.2117,3.0489,3.3055,26.8302,7.8615,55.3585,18.0835,2.5554,5.88,5.76
300063.SZ,38.1147,0.3744,7.9282,-32.1277,20.0867,-12.0544,43.6801,5.2338,1.2345,3.95,5.42
300064.SZ,-0.702,3.7066,-299.3947,0.9336,-1.0029,-11.3999,40.862,1.5777,-293.7288,2.91,2.04
300065.SZ,36.4215,4.9728,6.2655,6.0476,25.5709,-10.6886,35.1464,1.3299,16.3451,10.14,9.63
300066.SZ,26.1843,5.1016,10.8946,6.9131,18.1228,-7.9784,41.8947,1.8107,23.1819,4.81,4.92
300067.SZ,21.7616,3.0948,9.4429,9.8628,13.8812,-7.0923,38.4048,1.7851,17.8448,3.82,3.74
300068.SZ,26.1019,1.0881,5.9943,1.5106,18.1247,-7.7429,40.6487,1.6,3.1516,10.59,10.8
300069.SZ,95.06,8.8324,5.0725,-25.0804,34.0572,-7.6648,44.7604,1.3799,15.5519,14.79,13.73
300070.SZ,21.5365,2.3597,6.9184,3.0475,16.0017,-4.7332,48.0715,2.7559,13.8912,9.22,9.54
300071.SZ,142.3352,0.7369,10.2177,-39.9278,20.3667,-7.1429,43.178,2.4464,2.2885,2.33,2.3
300072.SZ,92.1478,1.3817,1.3403,-2.6463,17.9726,-12.654,30.6683,1.3281,0.8801,4.53,4.17
300073.SZ,-48.8938,4.474,-6.9144,8.2045,-53.8582,-17.3437,29.5884,3.0978,-8.8001,21.92,24.18
300074.SZ,138.4694,5.3319,1.5282,1.3282,28.8746,-13.1071,41.1732,3.3317,4.3066,4.31,4.45
300075.SZ,44.1916,4.6533,5.6454,3.9945,28.6029,-4.3816,49.0192,4.0697,10.7837,12.24,12.54
300076.SZ,152.5382,24.0906,1.2997,0.5826,822.8742,-11.0487,34.7273,1.6518,13.6566,4.56,4.73
300077.SZ,37.9231,10.3688,9.1475,-80.757,19.6839,-8.4503,43.3592,4.9341,-141.5253,6.27,7.38
300078.SZ,65.3044,6.9868,5.9064,4.8111,42.4304,-13.985,40.4606,2.067,11.6769,11.3,12.03
300079.SZ,108.1627,7.3411,1.7769,0.8313,43.5014,-12.5212,34.0669,2.7705,7.5459,4.89,4.56
300080.SZ,18.9511,1.7831,12.1863,-14.1931,8.3689,-10.6174,41.1737,1.2736,14.559,5.67,5.48
300081.SZ,83.5418,9.049,2.503,4.3326,30.5037,-18.6157,34.6831,3.692,15.9396,9.98,9.04
300082.SZ,12.046,0.6812,11.0234,9.2564,6.3672,-8.6619,41.3302,0.6759,6.9763,6.25,6.08
300083.SZ,586.5464,1.4982,0.5024,-37.2662,26.3427,-1.305,53.4309,3.5807,-0.346,4.36,5.57
300084.SZ,50.3211,2.175,1.585,3.1288,12.5028,-6.053,38.9666,2.371,4.5538,3.98,3.65
