证券代码,"市盈率(PE,TTM)
[交易日期]3月前","市销率(PS，TTM)
[交易日期]3月前","净资产收益率ROE(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","总资产报酬率ROA(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","企业倍数(EV2/EBITDA)
[交易日期]3月前","BIAS乖离率
[交易日期]3月前
[周期]20
[复权方式]不复权
[计算周期]日
[单位]%","RSI相对强弱指标
[交易日期]3月前
[周期]14
[复权方式]不复权
[计算周期]日","换手率
[交易日期]3月前
[单位]%","营业利润/营业总收入(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","月收盘价
[交易日期]2020-03-19
[复权方式]不复权","月收盘价
[交易日期]2020-04-17
[复权方式]不复权"
600749.SH,73.7889,10.0029,2.402,2.3016,34.7297,-6.9977,34.3005,1.0025,20.3449,8.19,8.41
600750.SH,12.0327,2.7664,13.9938,12.4293,7.6529,-8.7969,28.0325,0.949,27.9574,11.5,12.06
600751.SH,30.8303,0.0261,2.1084,3.5402,7.6859,-3.1756,48.509,2.135,0.4272,2.72,2.88
600753.SH,86.4598,1.6765,14.337,8.0294,80.6394,9.8901,61.5857,1.6274,1.8336,13.98,13.39
600754.SH,21.8142,1.5737,8.1763,4.8266,8.998,-12.4823,35.5897,0.5097,10.5635,24.07,29.32
600755.SH,5.2419,0.0518,8.9327,4.7159,9.1094,-6.5713,32.8581,0.7688,1.2762,6.41,6.29
600756.SH,39.6153,4.5925,6.4155,4.6294,51.8742,-8.0299,38.9094,1.8311,12.2548,18.51,18.02
600757.SH,8.7524,0.7852,10.1608,6.8351,5.7842,-4.5491,39.3763,0.558,9.4328,5.25,5.19
600758.SH,38.7142,0.6828,2.1919,3.38,8.4681,-7.0696,37.3169,0.6499,-1.4011,3.39,3.43
600759.SH,-739.5717,2.0068,-0.1357,4.0144,——,-3.4091,44.326,1.7247,2.8095,2.3,2.16
600760.SH,36.5141,1.5695,12.0952,3.8561,21.5464,-5.5156,41.7974,3.628,4.9978,28.63,33.49
600761.SH,10.4434,0.6715,13.1016,11.4592,5.569,-3.4968,43.1817,0.8423,8.7018,9.22,9.21
600763.SH,65.8678,16.6694,25.5605,23.5246,40.4884,-11.3177,31.4482,1.3235,33.6084,107.78,122.75
600764.SH,281.8055,52.4898,1.5664,0.9797,20.1128,-10.0501,36.7161,0.7336,22.6388,27.48,26.68
600765.SH,25.8768,1.3993,5.345,3.5842,12.4158,-9.2136,38.5043,1.3818,5.7356,8.85,9.45
600766.SH,-737.7514,61.8632,-4.0728,-1.1004,141.8411,1.2955,53.2651,——,-10.3482,7.12,7.08
600768.SH,14.7198,2.1327,39.7458,36.1467,9.4071,-7.6952,37.6179,2.2556,18.5068,10.1,9.2
600769.SH,383.4837,65.5861,8.6875,3.5836,313.5095,-1.0615,47.8503,1.3945,16.2899,5.03,5.6
600770.SH,-422.0651,13.8907,-0.4274,0.71,16.2453,-8.3828,40.2525,0.8908,4.4391,4.49,4.92
600771.SH,21.1664,4.6952,13.659,11.7944,31.0854,-6.7717,34.9312,0.8621,25.7435,13.16,12.2
600773.SH,43.4426,3.4979,3.02,1.4135,34.9344,-10.72,40.4224,1.3269,12.1971,5.3,5.54
600774.SH,67.9572,2.2104,5.7944,5.8158,20.2786,-3.8264,47.4374,1.1609,1.5287,11.73,10.69
600775.SH,72.3564,2.0084,3.7141,3.7277,31.3991,0.0148,51.3791,5.798,4.2897,8.48,7.95
600776.SH,216.8295,8.5637,3.3368,2.2444,98.919,-6.8855,42.6915,1.9053,3.8101,17.05,16.67
600777.SH,12.6636,2.1495,5.8967,4.3723,5.4113,-8.2902,30.9232,1.7669,26.8522,1.76,1.8
600778.SH,18.53,0.3057,9.4553,3.8203,5.4474,4.759,57.1639,4.1715,3.0307,5.55,4.47
600779.SH,25.9045,5.8785,35.7902,24.9552,16.3478,-11.6908,29.2952,0.9045,30.2792,43.05,46.1
600780.SH,12.4395,0.5479,5.4801,5.5402,2.6388,-2.7503,42.1208,0.2539,5.9084,3.22,3.23
600782.SH,2.8468,0.2279,21.2039,9.9072,3.638,-6.8766,33.492,1.1468,7.8562,4.07,4.04
600783.SH,257.5505,47.8039,1.0786,3.3884,27.2054,-8.018,43.5129,1.3593,49.9688,12.46,13.8
600784.SH,125.8744,1.2209,1.2516,2.3776,15.7768,-5.8566,37.8873,0.4441,0.4387,4.28,4.21
600785.SH,22.2657,0.4197,6.0577,3.2773,7.8755,0.1838,50.2527,0.4989,2.6019,14.1,14.56
600787.SH,14.558,0.2439,5.9663,5.3894,15.1083,-7.4249,35.0991,0.6523,1.9377,4.54,4.73
600789.SH,72.6326,2.3442,3.9391,2.7866,26.5037,-17.3575,37.8577,8.243,3.739,9.58,8.79
600790.SH,9.9361,4.651,7.904,5.6751,5.0618,-3.5182,42.4233,0.7508,65.4914,3.11,3.16
600791.SH,-42.335,1.1996,-1.543,0.6498,33.3512,-1.7755,45.7796,0.9202,1.3512,3.64,3.39
600792.SH,9.3403,0.5131,9.5051,8.0168,6.9429,-5.5093,37.231,0.6069,6.3684,3.08,2.87
600793.SH,-60.6376,1.2115,-3.8307,2.4721,13.6685,-6.0834,34.9306,0.8548,-2.2185,13.25,14.23
600794.SH,21.2656,1.9997,9.5545,9.6045,11.5796,-7.8873,36.9039,1.2852,12.5895,3.25,3.22
600795.SH,27.7076,0.5605,2.6826,3.3021,6.1352,-3.5233,33.2324,0.3747,5.5385,2.03,1.99
600796.SH,-45.2185,4.1588,-6.1175,-2.4966,20.4458,-2.5778,46.7023,0.7929,-5.9458,5.68,5.62
600797.SH,57.3251,2.6539,3.9368,3.9357,28.3786,-6.329,42.9389,2.3032,6.2881,9.22,8.61
600798.SH,15.3244,1.625,6.9674,9.0737,5.5952,-4.9787,41.8598,1.1569,23.7162,3.44,3.07
600800.SH,80.6359,47.2218,71.9361,12.2589,-66.0331,0.118,50.1227,6.2334,58.5687,5.2,4.79
600801.SH,7.0373,1.5064,31.0383,25.5527,3.5388,-9.4709,40.1965,1.9348,29.6281,23.27,26.55
600802.SH,15.0987,1.4105,19.5938,12.1602,5.3539,-4.3193,49.4814,5.3481,16.0308,10.74,12.42
600803.SH,8.5315,0.7588,12.879,8.0975,6.6855,-15.0709,26.3914,2.1197,9.3172,8.65,9.07
600804.SH,108.4134,1.4934,11.3725,1.5827,-3.7684,-10.8597,43.3445,4.98,0.33,5.81,7.11
600805.SH,152.5336,1.5513,0.4131,1.1591,12.7964,-4.4454,42.4833,0.5619,-0.4502,4.49,3.95
600808.SH,11.2702,0.2691,6.7736,4.7075,7.7285,-4.4039,41.5366,1.3516,4.1111,2.52,2.62
600809.SH,34.5282,5.8666,27.1834,17.4715,23.1402,-10.5998,36.5247,0.7042,25.6154,90.18,107.31
600810.SH,9.4694,0.3607,13.7992,6.2971,11.9131,-10.0464,43.6508,3.8796,5.4378,7.29,7.33
600811.SH,35.875,0.7922,1.6948,2.5732,19.703,3.6613,56.9992,1.8109,2.2023,3.84,3.57
600812.SH,68.8858,1.1204,2.972,3.8533,14.7188,-20.4876,25.7693,1.9534,2.3236,7.28,8.75
600814.SH,23.1396,0.5909,6.179,6.5188,1.9765,2.9132,59.3045,3.0185,8.2292,5.47,4.77
600818.SH,-95.3301,5.4304,-5.7888,-2.5438,-74.9778,-7.352,33.2076,0.4255,-6.0182,9.55,10.8
600819.SH,31.118,0.9786,4.1664,2.6967,7.1731,-8.1756,39.6282,0.4996,3.1925,4.78,4.63
600820.SH,8.4018,0.4224,9.5112,3.5552,6.0697,-3.5103,42.3422,0.4632,6.4541,5.53,5.72
600822.SH,85.2272,0.6765,7.692,5.2134,28.0238,-5.027,38.8649,1.128,1.1305,8.67,8.01
600823.SH,5.7887,0.6689,9.7267,5.3795,4.6559,-7.5467,31.644,0.3365,32.1155,4.08,4.15
600824.SH,38.0142,2.24,3.5383,3.9992,15.1493,-0.0791,49.7193,1.3412,7.2057,3.16,3.14
600825.SH,169.0874,3.2529,1.0507,-0.0219,107.8405,-6.81,34.9107,0.3868,1.7429,5.21,5.37
600826.SH,27.2762,1.1969,4.3869,4.6853,16.9304,-4.4156,37.686,0.4214,5.6092,10.45,9.76
600827.SH,15.2995,0.2718,4.8562,3.041,0.8499,-1.7788,43.5814,0.6299,3.1137,7.8,7.92
600828.SH,5.2174,0.5375,19.3792,11.219,4.3236,-2.8839,43.5894,1.3967,14.8868,4.26,3.76
600829.SH,15.3057,0.5147,14.3568,6.6692,13.2643,-11.1619,35.9735,0.8398,4.5385,7.06,7.55
600830.SH,99.7966,5.9278,1.2625,1.7373,16.8951,-0.3062,49.7367,8.4429,7.8862,5.42,5.92
600831.SH,81.8693,2.4255,2.013,1.3283,14.8046,-10.6533,39.6311,2.3361,2.999,8.08,6.67
600833.SH,35.9081,1.6299,7.7431,5.1589,20.2627,-8.6869,31.3462,0.6999,5.1388,9.02,9.56
600834.SH,53.4023,4.9584,3.845,3.5402,24.4173,-1.179,46.1825,0.3058,10.74,6.23,6.27
600835.SH,12.6388,0.6321,9.6462,5.1042,0.2314,-8.9566,28.432,0.6113,8.6694,13.58,14.87
600837.SH,16.7756,4.6168,7.1449,——,——,-9.4667,34.291,1.2079,37.7521,12.84,12.89
600838.SH,24.2016,35.6608,7.4779,6.5305,20.0804,7.5134,60.7959,6.8303,147.1076,6.3,5.86
600839.SH,88.698,0.1583,1.2032,0.8544,12.8855,-6.4927,48.6179,2.2474,0.8972,2.71,2.61
600841.SH,51.6648,1.5393,2.9013,0.6846,10.041,-1.9915,46.6715,0.4977,2.2286,6.53,7.1
600843.SH,42.6422,1.1202,3.7633,2.6775,13.2766,-12.1336,38.0701,1.0989,3.343,6.27,6.62
600844.SH,-18.747,3.8679,-12.1607,-8.1337,-36.449,-10.6241,37.0277,0.719,-22.9612,4.09,3.91
600845.SH,63.9508,8.4824,11.1819,8.3152,31.4296,-6.1938,46.3794,1.0224,15.6383,39.75,50.7
600846.SH,11.0062,0.9667,17.0791,7.7721,3.0271,-7.131,41.0263,1.85,16.8466,8.24,8.7
600847.SH,-10.8191,2.8807,-22.0032,-19.9194,37.0329,-6.4231,41.9441,0.6239,-26.6531,10.25,10.3
600848.SH,63.0836,29.2801,4.6961,2.5035,18.8662,-8.1977,28.703,0.6074,52.4309,20.1,19.7
600850.SH,32.1523,1.329,12.5729,5.3351,21.1346,-7.8982,40.9426,1.5268,5.0578,21.84,21.9
600851.SH,69.8265,7.6193,3.3102,3.8162,39.6829,-8.1334,38.0384,0.5555,16.9866,8.06,7.56
600853.SH,20.9196,0.3318,8.8498,2.1348,15.2237,8.2378,59.909,8.6891,2.1299,3.88,3.8
600854.SH,-93.8232,8.2133,-0.9787,-2.2135,26.4405,-5.2575,43.9065,0.7335,-14.8289,3.82,3.63
600855.SH,83.0248,1.9275,3.2738,3.6654,22.1024,-9.539,35.9034,1.2984,4.8862,18.41,17.93
600857.SH,48.8137,2.3552,7.3313,4.2021,35.0165,3.904,60.6378,1.7819,5.9695,9.74,9.17
600858.SH,38.93,0.1771,1.8879,3.4196,6.1153,-1.6134,43.9852,1.8062,1.5588,4.35,4.64
600859.SH,8.9654,0.353,9.2983,6.3231,1.99,-2.5051,42.5821,1.4008,5.535,12.17,12.99
600861.SH,149.174,1.497,0.8735,1.6507,14.232,-8.7636,41.3337,1.0656,2.0061,10.11,11.02
600862.SH,31.1905,6.9557,13.1928,10.167,17.4342,-4.7766,47.3406,1.976,26.8639,12.06,14.73
600863.SH,12.076,1.0597,8.972,5.9956,7.2121,-3.8497,42.5289,0.2617,12.8553,2.58,2.53
600864.SH,20.3991,4.7057,5.1875,2.4668,60.7297,-9.8573,39.875,1.7993,31.3348,6.48,6.29
600865.SH,15.8718,2.6155,7.5101,8.0519,6.5919,-0.9217,47.8645,1.6723,21.8309,6.35,5.84
600866.SH,25.3995,3.619,9.8371,8.0208,15.0654,-10.7639,41.0599,6.3258,15.5393,5.51,4.74
600867.SH,25.1848,7.709,16.7811,18.6034,18.673,-10.9416,30.4513,1.5236,36.2352,10.61,12.68
600868.SH,112.886,22.1908,2.4239,2.6253,34.1356,-3.8928,46.6995,3.1696,22.87,3.16,3.15
600869.SH,63.3502,0.6697,3.5832,3.2343,16.4575,10.1825,58.3243,4.4524,1.6082,4.23,4.28
600871.SH,90.1731,0.5572,6.2874,3.0014,7.1682,-7.2544,32.9704,0.253,1.7843,2.07,1.88
600872.SH,44.9947,6.9101,18.1805,16.3371,28.9079,-1.7767,47.5094,1.5716,19.9139,47.8,47.34
600873.SH,11.7047,0.9324,12.5531,8.2923,6.3345,-5.6604,40.832,0.6189,9.589,4.41,4.56
600874.SH,21.1807,3.7591,7.6398,4.3647,9.1172,-1.2067,46.4447,0.693,23.4338,7.15,6.95
600875.SH,22.339,0.8886,4.2517,1.7832,2.1002,-6.5138,44.0546,0.8801,4.6628,8.44,8.61
600876.SH,124.6598,4.3296,4.5874,3.1319,20.8154,-10.8208,39.7345,2.1094,3.8011,13.01,13.12
600879.SH,39.2364,1.329,3.7584,2.8365,17.5303,-7.1345,45.9672,2.3643,4.3735,6.37,6.52
600880.SH,59.2646,9.1921,2.3053,1.9671,29.6005,-5.1656,40.8227,0.4841,16.6299,3.74,3.8
600881.SH,-44.7195,0.6279,-1.5218,3.4212,10.4115,-6.1383,41.6455,0.5062,1.3788,3.08,2.97
600882.SH,286.4815,4.8183,2.1473,3.7126,63.0048,3.468,56.4518,0.9752,1.819,22.92,26.86
600883.SH,272.2665,77.2626,1.0968,0.629,286.7507,-20.248,32.8533,1.9619,27.2674,7.4,8.53
600884.SH,35.9202,1.3944,2.9505,3.2542,16.8098,-16.5795,26.0185,1.6497,6.3607,10.27,10.96
600885.SH,31.5678,3.0157,13.532,11.198,12.9823,-17.4414,30.0028,1.8292,15.4601,27.61,32.73
600886.SH,9.8436,1.1686,12.6328,6.9773,7.9224,-4.2133,35.6715,0.4268,25.2906,7.94,7.69
600887.SH,24.1681,1.953,26.8747,13.3791,16.4454,-4.8628,39.3994,1.2223,9.5753,29.86,29.24
600888.SH,29.1425,0.9707,3.6444,3.729,11.5524,-6.758,45.8695,1.3906,3.4635,4.22,4.53
600889.SH,26.6849,2.302,4.8024,3.9084,-28.9794,-4.0744,48.0684,3.1287,0.1639,5.39,5.65
600890.SH,-178.7547,450.6737,-10.9204,-10.0625,97.6377,17.3549,82.3005,——,-249.5873,7.03,7.11
600893.SH,62.1329,2.3297,2.8814,2.3844,16.7088,-6.0281,45.2153,1.3609,4.6682,21.2,24.75
600894.SH,23.8087,0.9417,3.1286,2.273,6.0804,-6.5729,39.3924,0.8414,4.3454,7.28,7
600895.SH,34.3913,14.939,5.9958,3.6781,24.4235,-8.3309,35.0313,0.6289,54.1181,12.13,13.32
600896.SH,-23.0216,129.5903,-11,-7.3383,-38.1432,0.1943,49.4409,2.5543,-572.5914,5.2,4.34
600897.SH,9.7943,2.8646,14.0153,15.9205,5.2725,-11.2097,24.5009,0.6056,40.6543,17.41,17.75
600900.SH,16.6939,7.2148,14.4204,11.008,10.19,-5.1759,28.2655,0.1705,53.9831,17.29,17.45
600901.SH,10.1585,5.2976,12.523,——,——,-7.645,32.7084,0.6556,69.4957,5.09,5.25
600903.SH,57.8524,3.1761,8.038,4.8573,23.1241,-7.573,34.3425,1.6752,6.3262,10.8,9.8
600908.SH,7.5118,2.6248,10.6872,——,——,-4.1213,41.9764,0.6164,41.0328,4.98,5.06
600909.SH,25.5805,8.7735,8.3535,——,——,-6.7968,47.4499,3.876,46.2039,7.72,7.25
600917.SH,24.2782,1.3956,9.6533,5.2943,11.7621,-3.9089,37.1843,0.1784,6.723,6.34,6.7
600918.SH,——,——,4.7775,——,——,——,0,——,25.4122,——,——
600919.SH,4.7381,1.5402,11.0089,——,——,-6.4911,26.8012,0.359,34.8624,6.01,6.04
600926.SH,6.2971,1.9512,10.082,——,——,-9.8585,26.4296,0.5257,34.3651,7.7,8.28
600928.SH,9.4372,3.688,11.3251,——,——,-9.3738,30.5335,1.3695,46.5741,5.51,5.43
600929.SH,33.8612,2.2088,5.9744,6.4447,12.6181,-8.1427,32.2631,1.3262,8.6962,6.07,5.78
600933.SH,23.4496,3.6217,9.7011,9.7965,8.5837,-22.6203,25.4481,3.6868,18.6236,9.45,11.48
600936.SH,-466.8958,2.9346,-0.3504,0.1055,11.1908,-5.7778,44.5125,0.245,-1.0916,3.67,3.6
600939.SH,12.6876,0.1419,6.693,2.0856,12.1596,-8.3429,35.4982,0.7574,1.3233,3.83,3.92
600958.SH,27.4451,3.486,4.4717,——,——,-8.7537,37.8229,0.659,14.3528,9.12,9.4
600959.SH,37.5167,2.4336,2.2879,1.3696,7.0956,-3.6614,43.4783,0.4389,4.7212,3.62,3.46
600960.SH,39.5751,0.6235,1.6525,2.0261,7.0672,2.8969,56.0851,2.2629,1.7159,3.29,2.96
600961.SH,-56.5454,0.2878,-99.7755,0.808,18.9228,-12.0153,27.8509,1.0936,1.5024,5.72,5.85
600962.SH,314.6754,1.8509,0.7227,2.3441,28.339,-1.8133,46.6349,2.2438,1.3353,7.95,7.99
600963.SH,19.1872,0.8458,3.7924,3.0468,11.5922,-3.9106,44.5408,1.8258,5.8716,4.75,4.9
600965.SH,34.807,4.157,8.6098,8.7609,22.2104,-1.8823,47.2655,0.7123,14.1014,8.66,6.81
600966.SH,-88.8967,1.2274,-2.2078,1.0937,15.7284,1.3686,53.0756,1.5393,-2.7445,7.83,7.7
600967.SH,26.9559,1.291,6.5966,1.7696,10.9744,-6.7297,35.5846,0.9348,5.2539,9.11,9.58
600968.SH,17.7912,0.7269,7.0799,6.8343,6.324,-10.4419,24.481,2.7577,5.5814,2.28,2.32
600969.SH,36.6679,0.7343,1.715,1.8764,11.2191,-3.5088,40.5048,0.8247,5.8624,6.35,6.12
600970.SH,6.7522,0.4206,14.8237,5.14,4.2059,-5.8105,40.3718,0.8874,7.5093,6.04,5.84
600971.SH,4.3946,0.9239,14.3448,11.4099,1.2886,-8.9282,30.6889,0.7759,24.1728,4.67,4.94
600973.SH,39.0663,0.2048,4.4034,4.7651,12.4983,7.4232,60.7274,5.8916,0.8489,4.07,4.24
600975.SH,-148.0483,2.188,-2.9274,-1.9288,34.7664,-5.3848,44.6431,3.1425,-0.6013,9,8.72
600976.SH,28.8365,0.9821,6.8097,4.3267,18.0183,-9.3561,34.1076,1.3036,3.865,15.55,15.59
600977.SH,21.3103,2.5801,8.9269,8.5052,6.7527,-8.334,35.8626,0.5105,17.7873,11.8,13.26
600979.SH,14.5819,1.5623,6.7489,4.6398,7.3451,-3.9767,43.4765,0.2853,12.7735,3.89,3.96
600980.SH,52.6903,3.6717,5.4647,5.3482,23.3591,-8.7366,35.6628,1.1594,9.5308,11.75,11.98
600981.SH,17.9238,0.2079,7.8244,5.396,9.7405,-7.2049,41.7813,3.3057,2.3738,3.35,3.29
600982.SH,24.7153,0.8632,3.5905,3.8852,9.1658,-3.4212,40.6864,0.4557,5.611,2.67,2.62
600983.SH,-19.6245,0.5536,-4.3064,-1.9153,-23.5379,-6.2394,33.164,0.2796,-3.087,6.29,4.67
600984.SH,22.3592,3.1634,11.0237,5.4939,11.5578,-10.3874,42.5798,1.7995,15.881,12.39,14.35
600985.SH,4.3799,0.3273,20.5312,9.2211,4.6277,-7.8201,30.8537,0.9205,9.287,8.23,8.47
600986.SH,-81.6823,0.2772,-1.7064,1.068,-2.0157,-11.0634,35.5923,2.6731,0.2231,3.56,3.9
600987.SH,8.5536,0.8972,14.6867,13.6791,4.35,-8.8467,31.683,1.1536,14.1543,5.62,5.47
600988.SH,-136.7641,2.2594,-2.7862,2.3628,7.9702,-16.2004,39.8794,5.9377,0.3041,8.39,8.33
600989.SH,16.3569,4.5833,16.2806,13.9958,11.9548,-11.3203,34.6828,2.864,34.1377,8.42,8.44
600990.SH,32.0122,1.2899,7.6664,3.497,24.5143,-13.2472,31.0151,1.0091,4.5685,37.04,38.01
600992.SH,54.4471,0.6891,1.9772,1.432,28.6483,-2.9688,43.6691,0.6306,1.4737,6.19,5.99
600993.SH,18.0189,2.4859,13.6409,11.977,10.3383,-8.7552,27.7391,1.432,15.979,14.99,16.3
600995.SH,10.7269,1.7746,15.9952,15.2771,6.024,4.6869,61.134,2.2215,19.455,7.37,7.77
600996.SH,36.011,2.4369,4.8795,2.4591,12.1055,-10.5816,40.4486,0.7759,7.1431,7.68,7.12
600997.SH,5.3482,0.3568,12.2175,9.6345,3.1495,-6.5945,33.0315,0.3265,10.047,4.72,4.54
600998.SH,20.1512,0.3306,8.4662,4.5339,12.6245,0.7241,52.7965,0.6765,2.1976,17,17.93
600999.SH,15.2527,5.9372,8.5626,——,——,-8.9586,34.6653,0.4534,47.0065,17.12,18.48
601000.SH,7.6206,1.1655,10.2599,8.5601,3.5777,-3.9728,38.5773,0.5989,17.8711,2.26,2.28
601001.SH,8.7494,0.4902,10.6036,9.0576,1.8478,-6.7752,32.5489,0.7788,16.2663,3.52,3.67
601002.SH,23.7803,1.2998,6.7995,6.6554,13.4548,-7.6051,41.6173,1.8199,7.6552,6.06,5.64
601003.SH,4.5135,0.2668,25.0279,12.6486,4.9405,-3.1852,41.1434,0.2857,6.7974,4.91,5
601005.SH,13.8839,0.6346,5.299,4.1062,7.459,-3.4691,39.4217,0.3272,4.2234,1.56,1.53
601006.SH,7.0646,1.2583,12.4918,13.9252,3.4986,-5.738,26.7051,0.3071,26.4311,6.8,7.18
601007.SH,33.2406,2.1884,5.2011,5.1137,9.8666,3.1598,55.8471,2.0847,13.2596,8.02,8.25
601008.SH,"-3,746.05",2.8133,-0.0298,2.1348,13.5981,-4.6196,42.1232,1.2293,2.8303,3.43,3.29
601009.SH,4.8479,1.8964,14.2583,——,——,-8.9331,25.886,0.5968,45.9039,7.25,7.69
601010.SH,20.5124,0.9832,6.0809,6.4984,8.0943,0.4054,53.022,1.1114,6.4259,3.13,3.06
601011.SH,40.0688,1.7462,2.1845,2.1303,19.713,-10.845,31.1683,1.008,7.3305,3.33,3.17
601012.SH,20.7107,3.0028,15.7483,9.4033,10.6624,-19.5636,26.6634,2.6001,17.5808,24.84,30.81
601015.SH,31.4161,0.4128,2.4035,3.2001,10.5708,-8.1309,30.806,0.5189,3.055,2.79,2.68
601016.SH,15.9187,3.748,7.952,4.6062,10.0571,-4.1506,41.032,0.5454,29.6905,2.14,2.23
601018.SH,12.125,1.706,8.3935,7.3816,7.1828,-6.8736,33.2646,0.1452,19.5166,3.55,3.33
601019.SH,9.2966,1.4896,13.5189,8.6752,4.7173,-2.5857,42.7892,1.3376,15.562,6.47,6.28
601020.SH,37.0122,4.4073,5.0849,3.2193,20.2696,-5.4405,41.6638,1.0286,10.1635,7.87,7.82
601021.SH,15.3624,1.917,12.0311,8.1261,8.8424,-16.0855,23.614,1.852,15.863,32.28,37.15
601028.SH,-63.0204,8.3829,-3.7564,-5.1498,"-3,663.25",-0.5173,53.9243,0.4522,-15.7408,5.7,6.4
601038.SH,-6.7817,0.9522,-20.466,-6.4435,11.2838,-11.6763,37.7784,1.8175,-15.0849,6.52,7.04
601058.SH,9.6566,0.7224,15.588,7.6813,6.2116,-12.4931,31.5195,1.0298,8.1972,3.76,4.48
601066.SH,42.7788,17.1878,9.7234,——,——,-10.5311,40.7827,5.5524,52.3254,31.03,34.99
601068.SH,170.2599,0.381,0.6616,1.6409,13.7823,-8.3661,38.4081,2.5353,1.3099,4.24,3.96
601069.SH,99.5889,2.8946,4.959,5.0766,39.231,-10.5162,33.6356,1.4701,3.5651,13.77,13.71
601077.SH,5.9361,2.3308,11.7924,——,——,-7.1882,29.3185,3.0347,48.4484,5.29,5.02
601086.SH,31.8691,1.3836,6.7868,5.7985,13.9733,12.8244,73.5747,33.9319,6.1867,4.93,4.59
601088.SH,6.4358,1.186,12.9791,12.7968,3.1861,-9.2583,26.4168,0.3316,28.885,16.24,15.93
601098.SH,14.4869,1.8011,9.3324,6.017,3.1049,-7.7668,32.1025,0.3724,14.1665,10.63,10.93
601099.SH,-31.5858,20.5145,-7.1965,——,——,-7.6552,42.7782,2.3302,-84.4294,3.32,3.25
601100.SH,41.6271,8.8152,18.5252,14.2602,23.9585,-11.598,35.6694,0.8259,24.7795,61.5,69.4
601101.SH,11.5055,0.8371,6.0878,4.8991,11.0045,-5.478,37.8951,0.5868,14.9609,4.01,3.69
601106.SH,230.4342,1.4422,0.7031,1.8409,21.6028,-5.4519,37.6734,0.3136,-0.1033,2.6,2.81
601107.SH,9.8902,1.6487,6.9027,5.6046,7.5615,-5.944,34.4217,0.2846,22.3549,3.41,3.73
601108.SH,20.0466,7.5478,8.717,——,——,-10.1794,42.1209,4.3434,44.9666,10.11,9.55
601111.SH,13.3463,0.6978,7.6584,4.6795,5.8527,-14.4288,26.7969,1.097,6.9169,6.51,7.25
601116.SH,43.7973,1.7193,4.9306,2.476,20.2544,1.5117,52.1289,1.6532,5.1358,13.17,13.67
601117.SH,10.8461,0.3289,7.83,3.3118,3.012,-13.2927,32.177,0.7045,3.8546,5.97,6.17
601118.SH,-149.1877,2.9627,-1.3705,-0.4325,35.4459,0.5405,49.4926,1.63,6.6458,5.34,5.05
601126.SH,29.4358,1.5833,4.8728,3.9428,13.7275,13.0748,62.9518,3.0048,6.2054,5.94,6.73
601127.SH,-21.267,0.4422,-6.5782,0.3844,9.5285,-16.5866,30.9884,0.3644,-0.8685,8.03,8.15
601128.SH,10.7311,2.9817,10.5935,——,——,-11.6703,28.9622,1.7756,35.4254,6.84,7.14
601137.SH,20.0734,1.1813,11.2005,6.8867,13.2059,-5.9783,46.6559,0.9873,6.6116,12.13,13.68
601138.SH,15.4773,0.6521,19.4119,9.187,9.9374,-19.7076,25.0978,4.7974,4.7659,13.21,14.69
601139.SH,19.2239,1.4477,9.5735,6.2519,10.4047,4.7626,56.0832,0.7881,9.4167,7.36,7.46
601155.SH,5.5371,1.0437,28.8912,3.3955,3.778,-16.3005,26.7597,1.4345,26.617,31.27,31.76
601158.SH,17.1225,4.4672,9.7164,7.2247,9.0074,-2.8497,37.3866,0.1111,27.2704,5.21,5.29
601162.SH,167.0669,10.358,1.9188,——,——,-14.3277,37.753,5.3955,9.7396,5.12,5.49
601163.SH,13.4662,1.3183,7.6569,5.8819,7.4951,-7.7961,32.6387,0.4004,11.3963,12.62,13.42
601166.SH,4.734,1.7197,12.1671,——,——,-12.9805,21.3528,0.8888,40.9582,15.91,16.62
601168.SH,13.1557,0.4335,10.0377,5.4712,8.1613,-10.7687,31.7459,1.3026,4.5942,5.67,5.47
601169.SH,4.7389,1.6274,10.3607,——,——,-6.5566,24.0182,0.391,41.3868,4.83,4.98
601177.SH,181.8951,1.959,1.0542,2.1878,23.1196,-4.2199,37.2489,0.2886,1.6132,7.68,7.81
601179.SH,43.1999,1.7285,3.0703,1.8314,22.8502,28.25,72.4733,3.971,3.8559,5.1,5.92
601186.SH,6.6274,0.1652,9.515,2.9527,5.0415,-3.5274,45.2259,1.0368,3.521,9.83,9.78
601188.SH,10.1873,5.1956,7.6206,7.8865,2.9654,-4.1418,38.7426,0.4084,66.322,2.65,2.73
601198.SH,22.9583,7.832,6.5888,——,——,-9.2429,38.039,0.9587,38.8463,10.91,10.72
601199.SH,15.8925,3.8358,7.9081,5.9858,5.2084,-1.8451,48.3297,3.0758,30.8864,3.7,3.91
601200.SH,20.0292,3.5623,7.6179,4.3373,11.6752,-2.9968,45.7235,1.0497,24.572,11.73,12.88
601208.SH,76.4305,2.0488,1.9436,2.1039,16.1339,-3.9986,47.995,1.8825,2.9546,5.07,5.88
601211.SH,16.6991,4.8245,6.2732,——,——,-9.0449,35.977,0.6787,38.4135,16.28,16.92
